AccessID,UserID,UserRole,Department,Timestamp,DayOfWeek,HourOfDay,PatientID,ActionType,DataSensitivity,AccessLocation,AccessCountPerDay,IsOffHours,IsWeekend,RoleRiskWeight,AccessRiskScore
A00746,U032,Doctor,Clinical,04/06/2025 17:27,Wednesday,17,P692,View,Normal,Remote,19,0,0,2,20
A00747,U290,Pharmacist,Pharmacy,27/06/2025 03:06,Friday,3,P573,View,Normal,Remote,9,1,0,3,50
A00748,U200,Nurse,Clinical,02/06/2025 18:32,Monday,18,P953,View,Normal,Onsite,48,0,0,3,30
A00749,U045,Doctor,Clinical,19/06/2025 18:42,Thursday,18,P975,Edit,High,Onsite,80,0,0,2,50
A00750,U225,Nurse,Clinical,23/06/2025 13:47,Monday,13,P647,View,Normal,Onsite,52,0,0,3,30
A00751,U124,Nurse,Clinical,28/06/2025 07:37,Saturday,7,P118,View,Normal,Onsite,4,1,1,3,50
A00752,U073,Doctor,Clinical,24/06/2025 01:57,Tuesday,1,P978,Export,Normal,Remote,28,1,0,2,60
A00753,U241,Nurse,Clinical,17/06/2025 05:40,Tuesday,5,P955,View,Normal,Onsite,14,1,0,3,50
A00754,U155,Nurse,Clinical,09/06/2025 21:34,Monday,21,P460,View,High,Onsite,32,1,0,3,80
A00755,U011,Doctor,Clinical,29/06/2025 02:51,Sunday,2,P813,View,Normal,Remote,71,1,1,2,40
A00756,U021,Doctor,Clinical,25/06/2025 01:25,Wednesday,1,P616,View,Normal,Onsite,44,1,0,2,40
A00757,U061,Doctor,Clinical,05/06/2025 13:00,Thursday,13,P968,View,Normal,Onsite,40,0,0,2,20
A00758,U076,Doctor,Clinical,09/06/2025 05:30,Monday,5,P637,Export,Normal,Remote,2,1,0,2,60
A00759,U101,Nurse,Clinical,16/06/2025 12:21,Monday,12,P501,View,Normal,Remote,54,0,0,3,30
A00760,U122,Nurse,Clinical,19/06/2025 15:40,Thursday,15,P223,View,Normal,Remote,17,0,0,3,30
A00761,U181,Nurse,Clinical,22/06/2025 20:13,Sunday,20,P322,View,Normal,Remote,50,1,1,3,50
A00762,U047,Doctor,Clinical,17/06/2025 14:46,Tuesday,14,P200,View,High,Remote,65,0,0,2,50
A00763,U037,Doctor,Clinical,30/06/2025 19:22,Monday,19,P910,View,High,Onsite,7,1,0,2,70
A00764,U257,Admin,Admin,23/06/2025 14:21,Monday,14,P809,View,Normal,Onsite,3,0,0,5,50
A00765,U086,Doctor,Clinical,02/06/2025 08:25,Monday,8,P598,Export,Normal,Onsite,29,0,0,2,40
A00766,U198,Nurse,Clinical,06/06/2025 00:57,Friday,0,P909,View,High,Remote,60,1,0,3,80
A00767,U144,Nurse,Clinical,28/06/2025 15:59,Saturday,15,P933,View,Normal,Onsite,25,0,1,3,30
A00768,U228,Nurse,Clinical,28/06/2025 10:44,Saturday,10,P946,View,High,Onsite,21,0,1,3,60
A00769,U251,Nurse,Clinical,17/06/2025 10:21,Tuesday,10,P757,View,High,Remote,16,0,0,3,60
A00770,U285,Receptionist,Admin,28/06/2025 23:09,Saturday,23,P445,View,Normal,Remote,9,1,1,4,60
A00771,U258,Admin,Admin,23/06/2025 03:07,Monday,3,P550,Edit,Normal,Onsite,70,1,0,5,70
A00772,U070,Doctor,Clinical,30/06/2025 08:30,Monday,8,P341,View,High,Onsite,35,0,0,2,50
A00773,U074,Doctor,Clinical,21/06/2025 05:37,Saturday,5,P667,View,Normal,Onsite,42,1,1,2,40
A00774,U162,Nurse,Clinical,14/06/2025 01:33,Saturday,1,P328,View,Normal,Onsite,20,1,1,3,50
A00775,U159,Nurse,Clinical,27/06/2025 16:17,Friday,16,P949,Edit,Normal,Onsite,27,0,0,3,30
A00776,U154,Nurse,Clinical,30/06/2025 17:03,Monday,17,P328,Edit,Normal,Onsite,45,0,0,3,30
A00777,U160,Nurse,Clinical,03/06/2025 20:20,Tuesday,20,P395,View,Normal,Onsite,33,1,0,3,50
A00778,U011,Doctor,Clinical,24/06/2025 08:09,Tuesday,8,P423,View,High,Onsite,21,0,0,2,50
A00779,U106,Nurse,Clinical,03/06/2025 21:50,Tuesday,21,P587,View,Normal,Onsite,53,1,0,3,50
A00780,U099,Nurse,Clinical,27/06/2025 19:04,Friday,19,P277,View,High,Onsite,37,1,0,3,80
A00781,U157,Nurse,Clinical,19/06/2025 05:33,Thursday,5,P479,View,Normal,Remote,60,1,0,3,50
A00782,U288,Receptionist,Admin,28/06/2025 14:17,Saturday,14,P979,Edit,High,Remote,41,0,1,4,70
A00783,U109,Nurse,Clinical,01/06/2025 10:30,Sunday,10,P661,View,Normal,Onsite,27,0,1,3,30
A00784,U248,Nurse,Clinical,19/06/2025 22:41,Thursday,22,P488,View,Normal,Remote,48,1,0,3,50
A00785,U009,Doctor,Clinical,30/06/2025 10:42,Monday,10,P438,View,Normal,Onsite,32,0,0,2,20
A00786,U234,Nurse,Clinical,27/06/2025 08:07,Friday,8,P377,Edit,Normal,Remote,38,0,0,3,30
A00787,U268,Receptionist,Admin,22/06/2025 18:41,Sunday,18,P188,View,Normal,Remote,11,0,1,4,40
A00788,U241,Nurse,Clinical,25/06/2025 03:23,Wednesday,3,P875,View,Normal,Onsite,30,1,0,3,50
A00789,U208,Nurse,Clinical,12/06/2025 05:34,Thursday,5,P931,View,High,Onsite,35,1,0,3,80
A00790,U234,Nurse,Clinical,16/06/2025 10:35,Monday,10,P108,View,Normal,Remote,59,0,0,3,30
A00791,U272,Receptionist,Admin,15/06/2025 21:35,Sunday,21,P235,View,High,Onsite,64,1,1,4,90
A00792,U277,Receptionist,Admin,15/06/2025 09:09,Sunday,9,P400,Edit,Normal,Remote,63,0,1,4,40
A00793,U064,Doctor,Clinical,26/06/2025 09:03,Thursday,9,P495,Edit,Normal,Remote,4,0,0,2,20
A00794,U080,Doctor,Clinical,04/06/2025 23:55,Wednesday,23,P913,Edit,Normal,Remote,38,1,0,2,40
A00795,U057,Doctor,Clinical,26/06/2025 05:36,Thursday,5,P390,View,Normal,Onsite,49,1,0,2,40
A00796,U059,Doctor,Clinical,08/06/2025 12:58,Sunday,12,P152,View,Normal,Onsite,35,0,1,2,20
A00797,U239,Nurse,Clinical,17/06/2025 11:11,Tuesday,11,P406,Edit,Normal,Onsite,42,0,0,3,30
A00798,U101,Nurse,Clinical,14/06/2025 06:20,Saturday,6,P893,View,Normal,Onsite,65,1,1,3,50
A00799,U034,Doctor,Clinical,16/06/2025 09:24,Monday,9,P578,View,High,Remote,35,0,0,2,50
A00800,U259,Admin,Admin,28/06/2025 12:23,Saturday,12,P802,View,Normal,Remote,63,0,1,5,50
A00801,U267,Admin,Admin,18/06/2025 14:44,Wednesday,14,P536,View,Normal,Onsite,63,0,0,5,50
A00802,U061,Doctor,Clinical,21/06/2025 11:29,Saturday,11,P927,View,Normal,Onsite,62,0,1,2,20
A00803,U222,Nurse,Clinical,11/06/2025 00:39,Wednesday,0,P587,View,Normal,Onsite,59,1,0,3,50
A00804,U054,Doctor,Clinical,25/06/2025 07:38,Wednesday,7,P985,View,Normal,Remote,55,1,0,2,40
A00805,U081,Doctor,Clinical,29/06/2025 10:55,Sunday,10,P174,View,Normal,Onsite,64,0,1,2,20
A00806,U123,Nurse,Clinical,01/06/2025 10:16,Sunday,10,P449,View,Normal,Remote,80,0,1,3,30
A00807,U161,Nurse,Clinical,07/06/2025 15:05,Saturday,15,P464,View,Normal,Remote,58,0,1,3,30
A00808,U159,Nurse,Clinical,07/06/2025 20:14,Saturday,20,P362,View,Normal,Onsite,55,1,1,3,50
A00809,U271,Receptionist,Admin,24/06/2025 02:09,Tuesday,2,P951,View,Normal,Onsite,35,1,0,4,60
A00810,U018,Doctor,Clinical,11/06/2025 14:04,Wednesday,14,P210,View,Normal,Onsite,43,0,0,2,20
A00811,U092,Nurse,Clinical,08/06/2025 10:55,Sunday,10,P541,Edit,Normal,Remote,57,0,1,3,30
A00812,U294,Pharmacist,Pharmacy,04/06/2025 17:12,Wednesday,17,P704,Edit,Normal,Onsite,22,0,0,3,30
A00813,U183,Nurse,Clinical,01/06/2025 17:28,Sunday,17,P987,View,High,Remote,21,0,1,3,60
A00814,U030,Doctor,Clinical,01/06/2025 09:38,Sunday,9,P439,View,Normal,Remote,63,0,1,2,20
A00815,U052,Doctor,Clinical,08/06/2025 06:12,Sunday,6,P623,View,High,Onsite,12,1,1,2,70
A00816,U237,Nurse,Clinical,28/06/2025 16:47,Saturday,16,P677,View,Normal,Onsite,69,0,1,3,30
A00817,U260,Admin,Admin,04/06/2025 04:11,Wednesday,4,P487,View,Normal,Onsite,75,1,0,5,70
A00818,U072,Doctor,Clinical,06/06/2025 15:42,Friday,15,P895,View,Normal,Onsite,49,0,0,2,20
A00819,U097,Nurse,Clinical,02/06/2025 05:08,Monday,5,P972,View,Normal,Remote,37,1,0,3,50
A00820,U183,Nurse,Clinical,03/06/2025 21:14,Tuesday,21,P652,View,High,Remote,61,1,0,3,80
A00821,U113,Nurse,Clinical,30/06/2025 14:42,Monday,14,P497,View,Normal,Onsite,3,0,0,3,30
A00822,U177,Nurse,Clinical,10/06/2025 03:18,Tuesday,3,P410,View,High,Remote,28,1,0,3,80
A00823,U094,Nurse,Clinical,22/06/2025 18:31,Sunday,18,P329,Edit,Normal,Remote,51,0,1,3,30
A00824,U038,Doctor,Clinical,02/06/2025 23:13,Monday,23,P492,View,Normal,Remote,5,1,0,2,40
A00825,U053,Doctor,Clinical,26/06/2025 01:28,Thursday,1,P640,View,Normal,Onsite,13,1,0,2,40
A00826,U212,Nurse,Clinical,13/06/2025 15:23,Friday,15,P925,View,Normal,Remote,29,0,0,3,30
A00827,U196,Nurse,Clinical,13/06/2025 14:09,Friday,14,P236,Edit,Normal,Onsite,22,0,0,3,30
A00828,U161,Nurse,Clinical,23/06/2025 06:00,Monday,6,P712,View,Normal,Onsite,70,1,0,3,50
A00829,U063,Doctor,Clinical,09/06/2025 19:41,Monday,19,P361,View,High,Onsite,59,1,0,2,70
A00830,U023,Doctor,Clinical,17/06/2025 08:08,Tuesday,8,P461,View,Normal,Onsite,37,0,0,2,20
A00831,U179,Nurse,Clinical,15/06/2025 08:07,Sunday,8,P725,Edit,Normal,Remote,33,0,1,3,30
A00832,U039,Doctor,Clinical,24/06/2025 06:51,Tuesday,6,P312,View,High,Onsite,51,1,0,2,70
A00833,U203,Nurse,Clinical,14/06/2025 01:30,Saturday,1,P347,Edit,Normal,Onsite,57,1,1,3,50
A00834,U022,Doctor,Clinical,10/06/2025 04:56,Tuesday,4,P864,View,Normal,Onsite,7,1,0,2,40
A00835,U247,Nurse,Clinical,26/06/2025 09:47,Thursday,9,P612,View,High,Remote,7,0,0,3,60
A00836,U260,Admin,Admin,05/06/2025 14:33,Thursday,14,P392,Edit,High,Onsite,10,0,0,5,80
A00837,U260,Admin,Admin,27/06/2025 01:32,Friday,1,P492,View,Normal,Remote,19,1,0,5,70
A00838,U199,Nurse,Clinical,27/06/2025 06:56,Friday,6,P970,View,Normal,Remote,31,1,0,3,50
A00839,U135,Nurse,Clinical,06/06/2025 22:24,Friday,22,P909,View,Normal,Onsite,48,1,0,3,50
A00840,U012,Doctor,Clinical,30/06/2025 21:41,Monday,21,P728,View,Normal,Onsite,52,1,0,2,40
A00841,U259,Admin,Admin,30/06/2025 17:58,Monday,17,P874,Edit,Normal,Remote,31,0,0,5,50
A00842,U058,Doctor,Clinical,07/06/2025 14:38,Saturday,14,P197,View,High,Onsite,2,0,1,2,50
A00843,U004,Doctor,Clinical,17/06/2025 08:30,Tuesday,8,P350,View,Normal,Remote,5,0,0,2,20
A00844,U120,Nurse,Clinical,27/06/2025 00:37,Friday,0,P676,Edit,Normal,Remote,70,1,0,3,50
A00845,U195,Nurse,Clinical,22/06/2025 14:26,Sunday,14,P735,Edit,Normal,Onsite,11,0,1,3,30
A00846,U010,Doctor,Clinical,29/06/2025 03:42,Sunday,3,P571,View,Normal,Remote,45,1,1,2,40
A00847,U097,Nurse,Clinical,05/06/2025 04:34,Thursday,4,P865,View,High,Remote,66,1,0,3,80
A00848,U213,Nurse,Clinical,06/06/2025 14:03,Friday,14,P473,Edit,High,Onsite,77,0,0,3,60
A00849,U266,Admin,Admin,27/06/2025 20:55,Friday,20,P888,Export,Normal,Remote,40,1,0,5,90
A00850,U053,Doctor,Clinical,23/06/2025 00:40,Monday,0,P327,View,Normal,Remote,56,1,0,2,40
A00851,U157,Nurse,Clinical,02/06/2025 09:28,Monday,9,P858,View,Normal,Onsite,29,0,0,3,30
A00852,U181,Nurse,Clinical,07/06/2025 10:44,Saturday,10,P898,View,High,Onsite,47,0,1,3,60
A00853,U179,Nurse,Clinical,08/06/2025 18:16,Sunday,18,P917,Edit,Normal,Onsite,70,0,1,3,30
A00854,U187,Nurse,Clinical,21/06/2025 07:46,Saturday,7,P580,View,Normal,Remote,45,1,1,3,50
A00855,U262,Admin,Admin,19/06/2025 00:11,Thursday,0,P626,Edit,Normal,Remote,32,1,0,5,70
A00856,U121,Nurse,Clinical,04/06/2025 03:58,Wednesday,3,P873,View,Normal,Remote,36,1,0,3,50
A00857,U089,Nurse,Clinical,05/06/2025 09:32,Thursday,9,P686,View,Normal,Onsite,51,0,0,3,30
A00858,U070,Doctor,Clinical,17/06/2025 22:21,Tuesday,22,P451,View,Normal,Onsite,28,1,0,2,40
A00859,U282,Receptionist,Admin,18/06/2025 21:33,Wednesday,21,P658,View,Normal,Onsite,39,1,0,4,60
A00860,U149,Nurse,Clinical,06/06/2025 20:21,Friday,20,P273,View,Normal,Onsite,12,1,0,3,50
A00861,U104,Nurse,Clinical,23/06/2025 17:10,Monday,17,P194,View,High,Remote,22,0,0,3,60
A00862,U168,Nurse,Clinical,30/06/2025 06:04,Monday,6,P123,Edit,High,Remote,27,1,0,3,80
A00863,U192,Nurse,Clinical,27/06/2025 07:16,Friday,7,P258,View,Normal,Onsite,66,1,0,3,50
A00864,U118,Nurse,Clinical,25/06/2025 13:41,Wednesday,13,P122,View,Normal,Remote,59,0,0,3,30
A00865,U065,Doctor,Clinical,27/06/2025 15:52,Friday,15,P765,View,Normal,Remote,58,0,0,2,20
A00866,U073,Doctor,Clinical,13/06/2025 11:04,Friday,11,P479,View,Normal,Onsite,71,0,0,2,20
A00867,U070,Doctor,Clinical,10/06/2025 09:17,Tuesday,9,P334,Edit,Normal,Remote,61,0,0,2,20
A00868,U283,Receptionist,Admin,07/06/2025 02:14,Saturday,2,P869,View,Normal,Onsite,60,1,1,4,60
A00869,U245,Nurse,Clinical,20/06/2025 05:29,Friday,5,P641,View,Normal,Remote,24,1,0,3,50
A00870,U143,Nurse,Clinical,28/06/2025 13:38,Saturday,13,P465,View,Normal,Onsite,50,0,1,3,30
A00871,U218,Nurse,Clinical,09/06/2025 01:05,Monday,1,P445,View,Normal,Onsite,26,1,0,3,50
A00872,U059,Doctor,Clinical,13/06/2025 02:03,Friday,2,P528,View,Normal,Onsite,11,1,0,2,40
A00873,U289,Pharmacist,Pharmacy,21/06/2025 15:54,Saturday,15,P347,View,Normal,Onsite,10,0,1,3,30
A00874,U030,Doctor,Clinical,22/06/2025 01:55,Sunday,1,P619,Edit,High,Onsite,39,1,1,2,70
A00875,U005,Doctor,Clinical,13/06/2025 05:18,Friday,5,P754,Edit,Normal,Remote,68,1,0,2,40
A00876,U156,Nurse,Clinical,27/06/2025 00:17,Friday,0,P590,Edit,Normal,Remote,39,1,0,3,50
A00877,U110,Nurse,Clinical,22/06/2025 19:24,Sunday,19,P873,View,Normal,Onsite,73,1,1,3,50
A00878,U194,Nurse,Clinical,17/06/2025 06:01,Tuesday,6,P412,View,High,Onsite,72,1,0,3,80
A00879,U016,Doctor,Clinical,06/06/2025 15:02,Friday,15,P470,View,High,Onsite,57,0,0,2,50
A00880,U187,Nurse,Clinical,25/06/2025 02:07,Wednesday,2,P598,Edit,Normal,Onsite,52,1,0,3,50
A00881,U092,Nurse,Clinical,07/06/2025 10:15,Saturday,10,P628,Edit,Normal,Remote,61,0,1,3,30
A00882,U061,Doctor,Clinical,26/06/2025 04:06,Thursday,4,P552,View,Normal,Remote,63,1,0,2,40
A00883,U084,Doctor,Clinical,14/06/2025 19:34,Saturday,19,P866,Export,Normal,Remote,3,1,1,2,60
A00884,U092,Nurse,Clinical,26/06/2025 10:07,Thursday,10,P608,View,Normal,Onsite,19,0,0,3,30
A00885,U002,Doctor,Clinical,22/06/2025 09:21,Sunday,9,P788,View,Normal,Onsite,36,0,1,2,20
A00886,U285,Receptionist,Admin,15/06/2025 07:59,Sunday,7,P712,View,Normal,Onsite,71,1,1,4,60
A00887,U292,Pharmacist,Pharmacy,15/06/2025 05:04,Sunday,5,P186,View,Normal,Remote,61,1,1,3,50
A00888,U047,Doctor,Clinical,09/06/2025 07:37,Monday,7,P285,Edit,Normal,Remote,38,1,0,2,40
A00889,U162,Nurse,Clinical,05/06/2025 13:23,Thursday,13,P626,Edit,Normal,Onsite,24,0,0,3,30
A00890,U114,Nurse,Clinical,19/06/2025 03:26,Thursday,3,P826,View,Normal,Onsite,37,1,0,3,50
A00891,U013,Doctor,Clinical,28/06/2025 18:33,Saturday,18,P154,View,Normal,Onsite,22,0,1,2,20
A00892,U222,Nurse,Clinical,19/06/2025 00:08,Thursday,0,P171,Export,Normal,Remote,75,1,0,3,70
A00893,U230,Nurse,Clinical,19/06/2025 02:25,Thursday,2,P122,View,Normal,Remote,67,1,0,3,50
A00894,U066,Doctor,Clinical,06/06/2025 01:45,Friday,1,P134,View,Normal,Remote,21,1,0,2,40
A00895,U295,Pharmacist,Pharmacy,01/06/2025 03:25,Sunday,3,P469,View,High,Remote,8,1,1,3,80
A00896,U258,Admin,Admin,20/06/2025 00:00,Friday,0,P298,Edit,High,Onsite,50,1,0,5,100
A00897,U071,Doctor,Clinical,21/06/2025 10:23,Saturday,10,P244,Edit,Normal,Remote,26,0,1,2,20
A00898,U268,Receptionist,Admin,14/06/2025 03:06,Saturday,3,P631,View,High,Onsite,67,1,1,4,90
A00899,U206,Nurse,Clinical,05/06/2025 22:38,Thursday,22,P482,Export,Normal,Onsite,59,1,0,3,70
A00900,U072,Doctor,Clinical,27/06/2025 04:37,Friday,4,P384,Export,Normal,Onsite,68,1,0,2,60
A00901,U243,Nurse,Clinical,09/06/2025 14:49,Monday,14,P387,Edit,Normal,Onsite,76,0,0,3,30
A00902,U029,Doctor,Clinical,02/06/2025 04:25,Monday,4,P403,Edit,Normal,Remote,54,1,0,2,40
A00903,U029,Doctor,Clinical,15/06/2025 18:41,Sunday,18,P340,View,Normal,Onsite,40,0,1,2,20
A00904,U006,Doctor,Clinical,09/06/2025 17:49,Monday,17,P366,View,Normal,Onsite,32,0,0,2,20
A00905,U300,Pharmacist,Pharmacy,20/06/2025 21:42,Friday,21,P907,View,Normal,Onsite,1,1,0,3,50
A00906,U012,Doctor,Clinical,26/06/2025 20:09,Thursday,20,P915,Edit,Normal,Onsite,3,1,0,2,40
A00907,U034,Doctor,Clinical,01/06/2025 21:45,Sunday,21,P753,View,High,Onsite,4,1,1,2,70
A00908,U004,Doctor,Clinical,23/06/2025 02:32,Monday,2,P896,Edit,Normal,Remote,56,1,0,2,40
A00909,U185,Nurse,Clinical,05/06/2025 21:48,Thursday,21,P492,View,Normal,Remote,71,1,0,3,50
A00910,U156,Nurse,Clinical,23/06/2025 03:22,Monday,3,P526,View,Normal,Onsite,50,1,0,3,50
A00911,U201,Nurse,Clinical,02/06/2025 17:18,Monday,17,P886,View,Normal,Onsite,17,0,0,3,30
A00912,U076,Doctor,Clinical,21/06/2025 01:25,Saturday,1,P866,View,Normal,Remote,36,1,1,2,40
A00913,U107,Nurse,Clinical,15/06/2025 05:13,Sunday,5,P389,Edit,Normal,Remote,4,1,1,3,50
A00914,U145,Nurse,Clinical,22/06/2025 06:24,Sunday,6,P261,View,Normal,Onsite,14,1,1,3,50
A00915,U051,Doctor,Clinical,01/06/2025 17:41,Sunday,17,P173,Edit,Normal,Remote,41,0,1,2,20
A00916,U230,Nurse,Clinical,12/06/2025 12:05,Thursday,12,P346,View,Normal,Remote,39,0,0,3,30
A00917,U224,Nurse,Clinical,15/06/2025 19:47,Sunday,19,P162,View,Normal,Remote,74,1,1,3,50
A00918,U209,Nurse,Clinical,30/06/2025 05:57,Monday,5,P704,View,Normal,Remote,27,1,0,3,50
A00919,U224,Nurse,Clinical,28/06/2025 21:03,Saturday,21,P449,View,Normal,Remote,3,1,1,3,50
A00920,U021,Doctor,Clinical,07/06/2025 15:35,Saturday,15,P641,View,High,Remote,44,0,1,2,50
A00921,U058,Doctor,Clinical,21/06/2025 15:17,Saturday,15,P690,View,Normal,Onsite,57,0,1,2,20
A00922,U094,Nurse,Clinical,22/06/2025 19:26,Sunday,19,P404,View,Normal,Remote,73,1,1,3,50
A00923,U280,Receptionist,Admin,17/06/2025 12:07,Tuesday,12,P952,View,Normal,Remote,18,0,0,4,40
A00924,U253,Admin,Admin,06/06/2025 07:31,Friday,7,P328,View,Normal,Onsite,39,1,0,5,70
A00925,U273,Receptionist,Admin,04/06/2025 11:42,Wednesday,11,P297,View,Normal,Remote,2,0,0,4,40
A00926,U186,Nurse,Clinical,04/06/2025 21:50,Wednesday,21,P982,View,Normal,Remote,34,1,0,3,50
A00927,U196,Nurse,Clinical,14/06/2025 02:47,Saturday,2,P413,View,High,Remote,14,1,1,3,80
A00928,U110,Nurse,Clinical,29/06/2025 22:55,Sunday,22,P798,Edit,Normal,Onsite,51,1,1,3,50
A00929,U088,Nurse,Clinical,25/06/2025 14:07,Wednesday,14,P196,View,Normal,Remote,15,0,0,3,30
A00930,U044,Doctor,Clinical,21/06/2025 11:34,Saturday,11,P249,View,High,Remote,66,0,1,2,50
A00931,U128,Nurse,Clinical,15/06/2025 11:16,Sunday,11,P641,View,Normal,Onsite,6,0,1,3,30
A00932,U226,Nurse,Clinical,07/06/2025 22:24,Saturday,22,P984,View,Normal,Onsite,10,1,1,3,50
A00933,U216,Nurse,Clinical,30/06/2025 14:49,Monday,14,P491,View,Normal,Remote,65,0,0,3,30
A00934,U119,Nurse,Clinical,26/06/2025 13:25,Thursday,13,P307,View,Normal,Onsite,27,0,0,3,30
A00935,U118,Nurse,Clinical,01/06/2025 04:42,Sunday,4,P588,View,High,Remote,36,1,1,3,80
A00936,U179,Nurse,Clinical,13/06/2025 18:41,Friday,18,P366,View,Normal,Remote,22,0,0,3,30
A00937,U014,Doctor,Clinical,23/06/2025 23:42,Monday,23,P907,Edit,High,Remote,23,1,0,2,70
A00938,U072,Doctor,Clinical,28/06/2025 14:25,Saturday,14,P701,View,Normal,Onsite,63,0,1,2,20
A00939,U289,Pharmacist,Pharmacy,10/06/2025 01:54,Tuesday,1,P963,Edit,High,Onsite,49,1,0,3,80
A00940,U003,Doctor,Clinical,11/06/2025 22:00,Wednesday,22,P616,Edit,High,Onsite,66,1,0,2,70
A00941,U133,Nurse,Clinical,13/06/2025 16:33,Friday,16,P866,View,Normal,Onsite,10,0,0,3,30
A00942,U154,Nurse,Clinical,06/06/2025 04:20,Friday,4,P777,View,Normal,Onsite,54,1,0,3,50
A00943,U127,Nurse,Clinical,30/06/2025 22:03,Monday,22,P394,View,High,Onsite,17,1,0,3,80
A00944,U061,Doctor,Clinical,28/06/2025 02:30,Saturday,2,P382,View,Normal,Onsite,77,1,1,2,40
A00945,U002,Doctor,Clinical,05/06/2025 00:21,Thursday,0,P625,Edit,Normal,Onsite,44,1,0,2,40
A00946,U258,Admin,Admin,02/06/2025 23:00,Monday,23,P786,View,Normal,Onsite,37,1,0,5,70
A00947,U168,Nurse,Clinical,24/06/2025 04:04,Tuesday,4,P131,View,High,Remote,78,1,0,3,80
A00948,U114,Nurse,Clinical,21/06/2025 18:28,Saturday,18,P169,View,Normal,Remote,69,0,1,3,30
A00949,U256,Admin,Admin,03/06/2025 13:54,Tuesday,13,P487,View,Normal,Onsite,70,0,0,5,50
A00950,U110,Nurse,Clinical,29/06/2025 05:38,Sunday,5,P314,View,Normal,Onsite,4,1,1,3,50
A00951,U158,Nurse,Clinical,06/06/2025 06:25,Friday,6,P164,Edit,Normal,Onsite,3,1,0,3,50
A00952,U237,Nurse,Clinical,24/06/2025 03:56,Tuesday,3,P980,Export,Normal,Onsite,56,1,0,3,70
A00953,U278,Receptionist,Admin,10/06/2025 04:36,Tuesday,4,P473,View,Normal,Remote,45,1,0,4,60
A00954,U137,Nurse,Clinical,04/06/2025 14:26,Wednesday,14,P738,View,Normal,Remote,6,0,0,3,30
A00955,U223,Nurse,Clinical,30/06/2025 04:13,Monday,4,P625,Edit,Normal,Remote,20,1,0,3,50
A00956,U281,Receptionist,Admin,03/06/2025 06:38,Tuesday,6,P260,Edit,Normal,Onsite,27,1,0,4,60
A00957,U053,Doctor,Clinical,24/06/2025 15:41,Tuesday,15,P624,View,Normal,Onsite,30,0,0,2,20
A00958,U016,Doctor,Clinical,14/06/2025 01:11,Saturday,1,P956,View,Normal,Onsite,77,1,1,2,40
A00959,U045,Doctor,Clinical,23/06/2025 19:26,Monday,19,P527,View,Normal,Onsite,71,1,0,2,40
A00960,U235,Nurse,Clinical,03/06/2025 16:53,Tuesday,16,P302,Edit,Normal,Onsite,39,0,0,3,30
A00961,U219,Nurse,Clinical,19/06/2025 19:36,Thursday,19,P692,View,Normal,Remote,69,1,0,3,50
A00962,U079,Doctor,Clinical,26/06/2025 15:07,Thursday,15,P343,Edit,Normal,Remote,58,0,0,2,20
A00963,U153,Nurse,Clinical,13/06/2025 06:20,Friday,6,P893,View,Normal,Onsite,78,1,0,3,50
A00964,U055,Doctor,Clinical,18/06/2025 01:55,Wednesday,1,P753,View,Normal,Onsite,35,1,0,2,40
A00965,U099,Nurse,Clinical,13/06/2025 09:33,Friday,9,P665,View,Normal,Onsite,3,0,0,3,30
A00966,U091,Nurse,Clinical,14/06/2025 11:23,Saturday,11,P239,View,Normal,Onsite,3,0,1,3,30
A00967,U127,Nurse,Clinical,08/06/2025 01:34,Sunday,1,P683,View,Normal,Onsite,3,1,1,3,50
A00968,U258,Admin,Admin,03/06/2025 07:30,Tuesday,7,P358,View,High,Remote,28,1,0,5,100
A00969,U059,Doctor,Clinical,16/06/2025 20:16,Monday,20,P725,View,High,Remote,60,1,0,2,70
A00970,U101,Nurse,Clinical,18/06/2025 06:05,Wednesday,6,P727,Edit,Normal,Remote,57,1,0,3,50
A00971,U158,Nurse,Clinical,23/06/2025 10:54,Monday,10,P574,View,High,Onsite,30,0,0,3,60
A00972,U165,Nurse,Clinical,21/06/2025 13:26,Saturday,13,P994,Edit,High,Remote,77,0,1,3,60
A00973,U238,Nurse,Clinical,17/06/2025 08:16,Tuesday,8,P241,View,Normal,Onsite,8,0,0,3,30
A00974,U235,Nurse,Clinical,02/06/2025 14:14,Monday,14,P192,Edit,Normal,Remote,30,0,0,3,30
A00975,U149,Nurse,Clinical,14/06/2025 06:40,Saturday,6,P671,View,High,Remote,10,1,1,3,80
A00976,U271,Receptionist,Admin,30/06/2025 23:58,Monday,23,P304,View,Normal,Remote,57,1,0,4,60
A00977,U043,Doctor,Clinical,17/06/2025 14:32,Tuesday,14,P982,View,Normal,Onsite,40,0,0,2,20
A00978,U070,Doctor,Clinical,26/06/2025 18:54,Thursday,18,P156,View,Normal,Remote,5,0,0,2,20
A00979,U264,Admin,Admin,27/06/2025 13:29,Friday,13,P498,View,Normal,Onsite,1,0,0,5,50
A00980,U133,Nurse,Clinical,10/06/2025 07:30,Tuesday,7,P273,View,Normal,Onsite,48,1,0,3,50
A00981,U237,Nurse,Clinical,05/06/2025 06:03,Thursday,6,P898,Edit,Normal,Remote,55,1,0,3,50
A00982,U266,Admin,Admin,26/06/2025 13:01,Thursday,13,P109,View,Normal,Remote,36,0,0,5,50
